,0,1,2,3,4,5,6
4,영일만5_연안,총인[μg/L],0.7755764501745603,0.3,0.9,multiplicative,16.382177201274796
5,영일만5_연안,수온[℃],0.7321012627322012,0.7,0.9,multiplicative,15.879051024197253
6,영일만5_연안,총질소[μg/L],0.6372573686253334,0.7,0.8,multiplicative,184.9873803483498
7,영일만5_연안,용존산소[mg/L],1.1032757691584907,0.7,0.8,multiplicative,9.181509614126007
0,영일만6_연안,투명도[m],0.8471041028514197,0.3,0.9,multiplicative,6.102093505349254
1,영일만6_연안,화학적산소요구량[mg/L],0.3871739018653939,0.3,0.9,multiplicative,0.8340205694035634
2,영일만6_연안,염분[psu],0.7475946436516728,0.7,0.9,multiplicative,33.326846743082434
3,영일만6_연안,클로로필-a[μg/L],0.38449991848422393,0.7,0.8,multiplicative,2.0099857597515256
4,영일만6_연안,총인[μg/L],0.5295756625042127,0.7,0.8,multiplicative,18.465887601059812
5,영일만6_연안,수온[℃],0.7635155999035621,0.7,0.9,multiplicative,15.888086254824016
6,영일만6_연안,총질소[μg/L],0.6272477436556629,0.7,0.9,multiplicative,179.94211943284589
7,영일만6_연안,용존산소[mg/L],1.3986724657912926,0.7,0.9,multiplicative,8.356290624640144
0,영일만7_연안,투명도[m],0.8918198934475398,0.7,0.9,multiplicative,6.1600483840746945
1,영일만7_연안,화학적산소요구량[mg/L],0.5881060942246799,0.5,0.9,multiplicative,0.9310625216632645
2,영일만7_연안,염분[psu],3.2769371751489262,0.3,0.9,multiplicative,33.54314560776717
3,영일만7_연안,클로로필-a[μg/L],0.40271945987512153,0.5,0.8,multiplicative,1.9947891558389048
4,영일만7_연안,총인[μg/L],0.8375004705254391,0.3,0.8,additive,14.752368487106798
5,영일만7_연안,수온[℃],0.7179705074677731,0.7,0.8,additive,16.77821102467556
6,영일만7_연안,총질소[μg/L],0.5173084084007696,0.7,0.9,multiplicative,180.72236936933487
7,영일만7_연안,용존산소[mg/L],0.7291941711839445,0.7,0.9,multiplicative,8.813558400276357
0,영일만8_연안,투명도[m],1.3282965182777287,0.3,0.9,additive,6.929327122667679
1,영일만8_연안,화학적산소요구량[mg/L],0.9334970326166482,0.7,0.8,additive,1.4079273690310663
2,영일만8_연안,염분[psu],1.460067657034042,0.5,0.8,additive,34.033991979668066
3,영일만8_연안,클로로필-a[μg/L],0.4817533030248685,0.3,0.9,multiplicative,0.4880243629456169
4,영일만8_연안,총인[μg/L],0.5436699823018574,0.3,0.9,additive,15.860065924403308
5,영일만8_연안,수온[℃],0.8041568260719368,0.7,0.8,additive,16.830403968484184
6,영일만8_연안,총질소[μg/L],0.6599752569425265,0.7,0.8,multiplicative,182.29941050180827
7,영일만8_연안,용존산소[mg/L],0.749447404239781,0.3,0.8,additive,8.725828454979995
0,영일만9_연안,투명도[m],1.3033369033577686,0.3,0.9,multiplicative,7.299822692612425
1,영일만9_연안,화학적산소요구량[mg/L],0.7427194670113464,0.5,0.9,multiplicative,0.6592563229958754
2,영일만9_연안,염분[psu],0.6746338089763138,0.7,0.8,multiplicative,33.411467608930394
3,영일만9_연안,클로로필-a[μg/L],0.4624871123605524,0.3,0.8,multiplicative,1.3595889517942128
4,영일만9_연안,총인[μg/L],0.8152186430792587,0.3,0.8,additive,16.33832391752535
5,영일만9_연안,수온[℃],0.6545621326489705,0.7,0.9,multiplicative,15.70948888395187
6,영일만9_연안,총질소[μg/L],0.905383440657806,0.7,0.8,multiplicative,156.7843942105723
7,영일만9_연안,용존산소[mg/L],0.6036761899029083,0.5,0.8,multiplicative,9.086177329345206
